deal_id,deal_name,sponsor,confidence,proposed_mt_number,suggested_mt_number,your_decision,why_flagged,suggestion_basis,base_mt_number,suffix,is_extension_or_followon,extension_number,won_deal,hubspot_url
35118074768,MRK: Psoriasis - whole blood (MT0418) extension #1,MRK,OK,MT0418,,,,,MT0418,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/35118074768
28377346956,"MRK: Psoriasis, psoriatic arthritis, healthy - frozen tissue, blood, buffy coat (MT0407)",MRK,OK,MT0407,,,,,MT0407,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28377346956
35539717542,"MRK: Psoriasis, psoriatic arthritis, healthy- frozen tissue, serum, whole blood ( MT0456)",MRK,OK,MT0456,,,,,MT0456,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35539717542
42713324413,MRK: Rheumatoid arthritis - synovial fluid (MT0405),MRK,OK,MT0405,,,,,MT0405,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/42713324413
17925746500,"MRK: Rheumatoid Arthritis, osteoarthritis - synovium tissue, synovial fluid, serum, buffy coat (MT0430)",MRK,OK,MT0430,,,,,MT0430,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17925746500
32533093285,MRK: Therapy-naive IBD - fresh pinch biopsies (MT0409),MRK,OK,MT0409,,,,,MT0409,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32533093285
58630566983,MRK: Ulcerative colitis & Crohn's disease colonic biopsies - tissue ( MT0472),MRK,OK,MT0472,,,,,MT0472,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/58630566983
30737354875,MRK: Ulcerative Colitis and Crohn's Disease - colonic biopsy (MT0426 Extension #3),MRK,OK,MT0426,,,,,MT0426,,yes,3,,https://app.hubspot.com/contacts/7423331/record/0-3/30737354875
35602074900,MRK: Ulcerative Colitis and Crohn's Disease - colonic biopsy (MT0426 Extension #4),MRK,OK,MT0426,,,,,MT0426,,yes,4,,https://app.hubspot.com/contacts/7423331/record/0-3/35602074900
60710392380,MRK: Ulcerative Colitis and Crohn's Disease - colonic biopsy (MT0426 Extension #5),MRK,OK,MT0426,,,,,MT0426,,yes,5,,https://app.hubspot.com/contacts/7423331/record/0-3/60710392380
11769261485,MRK: Ulcerative Colitis and Crohn's Disease - tissue (MT0426),MRK,OK,MT0426,,,,,MT0426,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11769261485
6954390299,NGM: Post mortem Cardiac tissues - FFPE (MT2150),NGM,OK,MT2150,,,,,MT2150,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6954390299
28311945123,NNB: Asthma - blood (MT1535),NNB,OK,MT1535,,,,,MT1535,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28311945123
28315684233,NNB: Atopic dermatitis - blood (MT1527),NNB,OK,MT1527,,,,,MT1527,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28315684233
20861755271,NTA: Adenomas - plasma & buffy coat (MT2238),NTA,OK,MT2238,,,,,MT2238,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20861755271
7918865230,"NTA: Breast cancer pilot - FFPE, plasma, buffy coat (MT2226)",NTA,OK,MT2226,,,,,MT2226,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7918865230
61029594273,NTA: Classic Hodgkin's lymphoma - plasma & buffy coat (MT2249),NTA,OK,MT2249,,,,,MT2249,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/61029594273
32553901347,NTA: Colonoscopy / FIT - plasma & Paxgene (MT2230 extension #1),NTA,OK,MT2230,,,,,MT2230,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/32553901347
15494314904,"NTA: Colonoscopy, positive stool test, CRC - plasma (MT2230)",NTA,OK,MT2230,,,,,MT2230,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15494314904
39908206135,NTA: CRC & matched healthies - stool (MT2250),NTA,OK,MT2250,,,,,MT2250,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39908206135
20308310804,NTA: CRC symptomatic vs asymptomatic colonoscopy - blood (MT2242),NTA,OK,MT2242,,,,,MT2242,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20308310804
48536653622,NTA: Elderly healthy - blood (MT2248 extension #1),NTA,OK,MT2248,,,,,MT2248,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/48536653622
44452828574,NTA: Elderly healthy - blood (MT2248),NTA,OK,MT2248,,,,,MT2248,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/44452828574
53696111427,NTA: Healthy butterfly vs. straight - blood (MT2246),NTA,OK,MT2246,,,,,MT2246,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/53696111427
38601545021,NTA: Healthy colonoscopy confirmed - plasma & buffy (MT2232),NTA,OK,MT2232,,,,,MT2232,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38601545021
56981714289,NTA: Healthy Monday - blood (MT2237),NTA,OK,MT2237,,,,,MT2237,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/56981714289
39668843687,NTA: Liver disease & liver cancer - blood (MT2227),NTA,OK,MT2227,,,,,MT2227,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39668843687
22805369122,NTA: Longitudinal MRD - blood & FFPE (MT2235),NTA,OK,MT2235,,,,,MT2235,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22805369122
64338355763,NTA: Multi-cancer - blood (MT2234 extension #2),NTA,OK,MT2234,,,,,MT2234,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/64338355763
60694989599,NTA: Multi-cancer and benign disease - blood (MT2234 extension #1),NTA,OK,MT2234,,,,,MT2234,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/60694989599
39673458452,NTA: Multi-cancer and benign disease - blood (MT2234),NTA,OK,MT2234,,,,,MT2234,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39673458452
64133973787,NTA: Screening colonoscopy & negative colonoscopy - blood (MT2230 extension #4),NTA,OK,MT2230,,,,,MT2230,,yes,4,,https://app.hubspot.com/contacts/7423331/record/0-3/64133973787
60256639902,NTA: Screening colonoscopy or 6 month clean - blood (MT2230-B extension #1),NTA,OK,MT2230-B,,,,,MT2230,B,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/60256639902
57601663278,NTA: Screening colonoscopy or 6 month clean - blood (MT2230-B),NTA,OK,MT2230-B,,,,,MT2230,B,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/57601663278
59545416817,NTA: Stage I-III CRC - plasma (MT2244),NTA,OK,MT2244,,,,,MT2244,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59545416817
59569911572,NTA: Stage I-III multi-cancer - plasma (MT2239),NTA,OK,MT2239,,,,,MT2239,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59569911572
12769171252,"NVG: Colonoscopy, adenoma, CRC - frozen blood & plasma (MT2501 extension #1)",NVG,OK,MT2501,,,,,MT2501,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/12769171252
13171841310,"NVG: Colonoscopy, adenoma, CRC - frozen blood & plasma (MT2501 extension #2)",NVG,OK,MT2501,,,,,MT2501,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/13171841310
13648798089,"NVG: Colonoscopy, adenoma, CRC - frozen blood & plasma (MT2501 extension #3)",NVG,OK,MT2501,,,,,MT2501,,yes,3,,https://app.hubspot.com/contacts/7423331/record/0-3/13648798089
11752186633,"NVG: Colonoscopy, adenoma, CRC - frozen blood & plasma (MT2501)",NVG,OK,MT2501,,,,,MT2501,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11752186633
31684565387,NVT: Liver met (WOC cases) - FFPE (see note) (MT0508),NVT,OK,MT0508,,,,,MT0508,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/31684565387
30795735065,"NVT: Normal / NAT pancreas, liver mets, pancreatic cancer - FFPE (SEE NOTE) (MT0505)",NVT,OK,MT0505,,,,,MT0505,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/30795735065
14232851347,NVT: SCLC - blood OR plasma + buffy coat (MT0507),NVT,OK,MT0507,,,,,MT0507,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14232851347
13084999002,NXL: post-COVID booster - serum (MT7601),NXL,OK,MT7601,,,,,MT7601,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13084999002
9399364413,ODY: IBD & control - tissue & blood (MT5707),ODY,OK,MT5707,,,,,MT5707,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9399364413
16824872304,PCD: Stage IV breast - FFPE & plasma (MT3753),PCD,OK,MT3753,,,,,MT3753,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16824872304
13544912808,PCD: Stage IV NSCLC - plasma (MT3751),PCD,OK,MT3751,,,,,MT3751,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13544912808
1837118459,PFZ: COVID - serum (MT1560),PFZ,OK,MT1560,,,,,MT1560,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1837118459
12971456116,PFZ: COVID - swab & serum (MT1567),PFZ,OK,MT1567,,,,,MT1567,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12971456116
5850711421,PFZ: COVID Delta Variant - swabs & serum (MT1565),PFZ,OK,MT1565,,,,,MT1565,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5850711421
9253745231,PFZ: Flu B - Swabs (MT1562),PFZ,OK,MT1562,,,,,MT1562,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9253745231
9154355283,"PFZ: Influenza, RSV, and COVID-19  - swabs (MT1563)",PFZ,OK,MT1563,,,,,MT1563,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9154355283
28758188705,PFZ: Longitudinal COVID (MT1560 call backs) - serum,PFZ,OK,MT1560,,,,,MT1560,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/28758188705
2353826015,PFZ: Longitudinal COVID - Serum (MT1560),PFZ,OK,MT1560,,,,,MT1560,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2353826015
54835660177,"PNT: Healthy, high risk, lung nodules - plasma (MT3652)",PNT,OK,MT3652,,,,,MT3652,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/54835660177
10756249497,PRD: Pan heme - BMA (MT3902),PRD,OK,MT3902,,,,,MT3902,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10756249497
4527660040,PRS: Normal lymph node - FFPE (MT6101),PRS,OK,MT6101,,,,,MT6101,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4527660040
13956253079,PTH: Celiac & non-celiac duodenal biopsies - fixed tissue (MT3975),PTH,OK,MT3975,,,,,MT3975,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13956253079
7186991496,"PTH: NSCLC, HNSCC, Melanoma mets - FFPE (MT1166)",PTH,OK,MT1166,,,,,MT1166,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7186991496
34511399527,PTY: Normal skin - frozen tissue (MT3555),PTY,OK,MT3555,,,,,MT3555,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34511399527
20518764194,QGN: ER+HER2-breast cancer stage IV - plasma (MT8102),QGN,OK,MT8102,,,,,MT8102,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20518764194
32086838287,"QTT: CLE - tissue, PBMCs (MT2326)",QTT,OK,MT2326,,,,,MT2326,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32086838287
17437855849,QTT: Multi cancer - frozen tissue & PBMCs (MT2350),QTT,OK,MT2350,,,,,MT2350,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17437855849
21806419565,QTT: Post-mortem healthy whole kidney - tissue (MT2348),QTT,OK,MT2348,,,,,MT2348,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21806419565
42448867715,RBS: Aplastic anemia - PBMCs (MT2105 extension #1),RBS,OK,MT2105,,,,,MT2105,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/42448867715
38695602824,RBS: Aplastic anemia -BMMCs (MT2105),RBS,OK,MT2105,,,,,MT2105,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38695602824
60785770840,RBS: Normal skin - tissue (MT2110 extension #1),RBS,OK,MT2110,,,,,MT2110,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/60785770840
54403687323,RBS: Normal Skin - Tissue (MT2110),RBS,OK,MT2110,,,,,MT2110,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/54403687323
11035505742,RCH: 21 Indications - FFPE (MT5237),RCH,OK,MT5237,,,,,MT5237,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11035505742
23359085406,RCH: Breast cancer - plasma (MT0864),RCH,OK,MT0864,,,,,MT0864,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23359085406
3252352282,RCH: Cancer biomarkers - FFPE (MT5280),RCH,OK,MT5280,,,,,MT5280,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3252352282
61352516653,RCH: Celiac disease - plasma (MT0870),RCH,OK,MT0870,,,,,MT0870,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/61352516653
2794800777,RCH: COVID early symptomatic - NP & OP (MT0853),RCH,OK,MT0853,,,,,MT0853,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2794800777
5121013665,RCH: COVID positive banked - serum (MT0854),RCH,OK,MT0854,,,,,MT0854,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5121013665
41514325407,RCH: DLBCL & FL - longitudinal plasma and buffy coat (MT0858),RCH,OK,MT0858,,,,,MT0858,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/41514325407
9429331510,RCH: DLBCL (2 pre-tx and 1 post-treatment) - FFPE (MT5219),RCH,OK,MT5219,,,,,MT5219,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9429331510
7655608087,RCH: DLBCL - plasma & PDB (MT0846),RCH,OK,MT0846,,,,,MT0846,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7655608087
1837907532,RCH: DLBCL - plasma (MT0845),RCH,OK,MT0845,,,,,MT0845,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1837907532
8006926147,RCH: EGFR mutation - FFPE (MT5223),RCH,OK,MT5223,,,,,MT5223,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8006926147
9344017795,RCH: Healthy Asian & African American with full workup - serum (MT0862),RCH,OK,MT0862,,,,,MT0862,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9344017795
11692231075,"RCH: Healthy Asian, African, and Caucasian American with full workup - serum (MT0862 extension #1)",RCH,OK,MT0862,,,,,MT0862,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/11692231075
45641263732,RCH: Healthy Caucasian pediatrics - serum (MT0885 extension #1),RCH,OK,MT0885,,,,,MT0885,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/45641263732
40445891488,RCH: Healthy Caucasian pediatrics - serum (MT0885),RCH,OK,MT0885,,,,,MT0885,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/40445891488
10449754750,RCH: matched primary and NAT - FFPE (MT5217),RCH,OK,MT5217,,,,,MT5217,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10449754750
53945817953,RCH: mCRPC - plasma (MT0850),RCH,OK,MT0850,,,,,MT0850,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/53945817953
6962731386,"RCH: Melanoma, NSCLC, CRC, Breast, Bladder, Prostate - FFPE (MT5235)",RCH,OK,MT5235,,,,,MT5235,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6962731386
5576252785,RCH: Multiple Mutations - FFPE (MT5220),RCH,OK,MT5220,,,,,MT5220,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5576252785
4878398614,"RCH: NAT skin, lung, breast, prostate, colon - FFPE (MT2115)",RCH,OK,MT2115,,,,,MT2115,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4878398614
9429331592,RCH: Ovarian cancer w/ wild type BRCA 1/2 - FFPE (MT5285),RCH,OK,MT5285,,,,,MT5285,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9429331592
8649185073,RCH: PDAC - FFPE (MT5225),RCH,OK,MT5225,,,,,MT5225,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8649185073
10290742808,RCH: sister blocks - FFPE (MT5236),RCH,OK,MT5236,,,,,MT5236,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10290742808
9429366328,RCH: Various cancer with MSI-H/MMR deficient - FFPE (MT5285),RCH,OK,MT5285,,,,,MT5285,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9429366328
9700949065,RCT: Melanoma - fresh whole blood (MT3801),RCT,OK,MT3801,,,,,MT3801,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9700949065
15316082579,RCT: Stage IV TNBC and NSCLC - blood (MT3805),RCT,OK,MT3805,,,,,MT3805,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15316082579
13125176965,RGN: ApoL1 African American call backs - buccal swab & serum (MT1712),RGN,OK,MT1712,,,,,MT1712,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/13125176965
35903504999,"RGN: Atopic dermatitis & healthy - serum, whole blood (MT1704)",RGN,OK,MT1704,,,,,MT1704,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35903504999
35299587078,RGN: Atopic dermatitis - FFPE (MT1706),RGN,OK,MT1706,,,,,MT1706,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35299587078
40011138408,RGN: Brain cancer - frozen tissue (MT1705 extension #1),RGN,OK,MT1705,,,,,MT1705,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/40011138408
6032884380,RGN: Brain cancer - frozen tumor (MT1705),RGN,OK,MT1705,,,,,MT1705,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6032884380
8559530312,RGN: Breakthrough COVID infection - blood (MT1720 extension #1),RGN,OK,MT1720,,,,,MT1720,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/8559530312
28713187168,RGN: Celiac disease - serum & frozen blood (MT1711),RGN,OK,MT1711,,,,,MT1711,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28713187168
2902710290,RGN: COVID 4 Days PCR - blood (MT1701),RGN,OK,MT1701,,,,,MT1701,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2902710290
7444630645,RGN: COVID breakthrough infection - 50-100 mL blood (MT1720),RGN,OK,MT1720,,,,,MT1720,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7444630645
22868589866,RGN: Crohn's and ulcerative colitis - frozen tissue (MT1714),RGN,OK,MT1714,,,,,MT1714,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22868589866
2820350608,RGN: Glioblastoma & panc - prospective tissue + blood for HLA (MT1705),RGN,OK,MT1705,,,,,MT1705,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2820350608
39625047903,RGN: Hashimoto's with blocking TSHR Abs - blood (MT1708),RGN,OK,MT1708,,,,,MT1708,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39625047903
51831993228,RGN: Healthy - nasal brushings (MT1715),RGN,OK,MT1715,,,,,MT1715,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51831993228
8829539893,RGN: Healthy - nasal fluid & plasma (MT1707),RGN,OK,MT1707,,,,,MT1707,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8829539893
2446471104,RGN: Longitudinal convalescent COVID - WB (MT1725),RGN,OK,MT1725,,,,,MT1725,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2446471104
4130755292,RGN: Longitudinal convalescent previously hospitalized COVID - WB (MT1724),RGN,OK,MT1724,,,,,MT1724,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4130755292
13196322230,"RGN: Never vaccinated, post COVID infection - blood (MT1709)",RGN,OK,MT1709,,,,,MT1709,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13196322230
6174965303,RGN: Pancreatic cancer - frozen tumor (MT1705 extension),RGN,OK,MT1705,,,,,MT1705,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/6174965303
13315395248,RGN: PDAC mets - frozen tissue (MT1703),RGN,OK,MT1703,,,,,MT1703,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13315395248
11161009201,RGN: Post COVID - blood (MT1702),RGN,OK,MT1702,,,,,MT1702,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11161009201
12824948022,RGN: Post infection & vaccination COVID - blood (MT1718),RGN,OK,MT1718,,,,,MT1718,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12824948022
11193915798,RGN: Post influenza vaccine & infection - blood (MT1710),RGN,OK,MT1710,,,,,MT1710,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11193915798
51515246422,RGN: Post mortem bladder - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51515246422
51662608903,RGN: Post mortem cerebellum - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51662608903
51658263310,RGN: Post mortem cerebral cortex - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51658263310
51515362144,RGN: Post mortem heart - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51515362144
51514839182,RGN: Post mortem hippocampus - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51514839182
51514839196,RGN: Post mortem kidney - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51514839196
51514839209,RGN: Post mortem liver- frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51514839209
51662608990,RGN: Post mortem lung - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51662608990
51658263397,RGN: Post mortem pancreas - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51658263397
51515362228,RGN: Post mortem skeletal muscle - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51515362228
51662663281,RGN: Post mortem skin - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51662663281
51662054307,RGN: Post mortem spleen - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51662054307
51514839330,RGN: Post mortem thymus - frozen tissue (MT1721),RGN,OK,MT1721,,,,,MT1721,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51514839330
12088575599,RGN: Post Omnicron COVID vaccine - blood (MT1723),RGN,OK,MT1723,,,,,MT1723,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12088575599
30701144844,RGN: Post-flu vaccine - whole blood (MT1716),RGN,OK,MT1716,,,,,MT1716,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/30701144844
11163086661,RGN: RCC Post-IO pilot - FFPE (MT7426),RGN,OK,MT7426,,,,,MT7426,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11163086661
37235907419,RPC: IBD resection - tissue (MT0725 extension #2),RPC,OK,MT0725,,,,,MT0725,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/37235907419
47659908449,RPC: IBD resection - tissue (MT0725 extension #3),RPC,OK,MT0725,,,,,MT0725,,yes,3,,https://app.hubspot.com/contacts/7423331/record/0-3/47659908449
8893536788,RPC: Ulcerative colitis & Crohn's disease - tissue (MT0725),RPC,OK,MT0725,,,,,MT0725,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8893536788
13428771738,RSB: NSCLC adeno wash out - blood (MT2432 extension #1),RSB,OK,MT2432,,,,,MT2432,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/13428771738
12041823311,RSB: NSCLC adeno wash out - blood (MT2432),RSB,OK,MT2432,,,,,MT2432,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12041823311
13272592443,RSB: NSCLC incorrect mixing - plasma (MT2417),RSB,OK,MT2417,,,,,MT2417,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13272592443
8945763127,RSB: NSCLC Study #1 - blood (MT2450),RSB,OK,MT2450,,,,,MT2450,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8945763127
11918548254,RSB: Urothelial cancer - blood (MT2411),RSB,OK,MT2411,,,,,MT2411,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11918548254
5395526222,"SBT: IBD and normal - plasma, serum & tissue (MT1975)",SBT,OK,MT1975,,,,,MT1975,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5395526222
4024342039,SGN: Ovarian cancer - ascites (MT1510),SGN,OK,MT1510,,,,,MT1510,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4024342039
60873481820,STX: Longitudinal pregnancy - plasma & serum (MT3852),STX,OK,MT3852,,,,,MT3852,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60873481820
7811301778,SVA: IO bank - plasma (MT2375),SVA,OK,MT2375,,,,,MT2375,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7811301778
10461353559,SVA: Post-IO #2 - Plasma (MT2352),SVA,OK,MT2352,,,,,MT2352,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10461353559
4871419010,SYR: MDS - Blood & PBMC (MT1902),SYR,OK,MT1902,,,,,MT1902,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4871419010
16899606189,TFS: GBM FFPE (MT5307),TFS,OK,MT5307,,,,,MT5307,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16899606189
15140626036,TFS: NSCLC FFPE Blocks + Plasma (double spun) (MT5308),TFS,OK,MT5308,,,,,MT5308,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15140626036
29016214901,TFS: NSCLC Stage III-IV - matched FFPE plasma (MT5308 extension #2),TFS,OK,MT5308,,,,,MT5308,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/29016214901
23091834221,TFS: NSCLC Stage III-IV - matched FFPE plasma extension #1 (MT5308),TFS,OK,MT5308,,,,,MT5308,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/23091834221
17006622468,TFS: Stage III/IV NSCLC - FFPE & plasma (MT5308),TFS,OK,MT5308,,,,,MT5308,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17006622468
2471172468,THB: UC - tissue & PaxGene (MT2789),THB,OK,MT2789,,,,,MT2789,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2471172468
23091840354,TKD: Celiac and non-celiac - tissue (MT4808 extension #1),TKD,OK,MT4808,,,,,MT4808,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/23091840354
13539971141,TKD: celiac and non-celiac - tissue (MT4808),TKD,OK,MT4808,,,,,MT4808,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13539971141
35152296064,TKD: Crohn's disease resection - tissue (MT4801),TKD,OK,MT4801,,,,,MT4801,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35152296064
40009403963,TLB: liposarcoma and leiomyosarcoma - FFPE (MT3576),TLB,OK,MT3576,,,,,MT3576,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/40009403963
